Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
challengeTechnicianCraftElectricalDesc,Challenges,Challenge,,,"Craft a Generator Bank, a Switch and 5 Wire Relays.",
challengeTechnicianPlaceElectrical,Challenges,Challenge,,,Place Electrical Devices,
challengeTechnicianPlaceElectricalShort,Challenges,Challenge,,,"Place a Generator Bank, a Switch and 5 Wire Relays.",
challengeTechnicianPlaceElectricalDesc,Challenges,Challenge,,,"Place a Generator Bank, a Switch and 5 Wire Relays.",
challengeTechnicianCraftNerdOutfit,Challenges,Challenge,,,Craft a Scavenger Set,
challengeTechnicianCraftNerdOutfitShort,Challenges,Challenge,,,Craft a Scavenger Set.,
challengeTechnicianCraftNerdOutfitDesc,Challenges,Challenge,,,Craft a Scavenger Set.,
challengeTechnicianWearNerdOutfit,Challenges,Challenge,,,Wear a Scavenger Set,
challengeTechnicianWearNerdOutfitShort,Challenges,Challenge,,,Wear a Scavenger Set.,
challengeTechnicianWearNerdOutfitDesc,Challenges,Challenge,,,Wear a Scavenger Set.,
challengeTechnicianGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeTechnicianGather5FragmentsShort,Challenges,Challenge,,,Find 10 Technician Class Fragments for Crafting a Class Paper later on.,
challengeTechnicianGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Technician Class Fragments for Crafting a Class Paper later on.,
challengeTradesmanCraftScrapIronTools,Challenges,Challenge,,,Craft Scrap Iron Tools,
challengeTradesmanCraftScrapIronToolsShort,Challenges,Challenge,,,Craft a Scrap Iron Pickaxe, Axe, Shovel and Hammer.,
challengeTradesmanCraftScrapIronToolsDesc,Challenges,Challenge,,,Craft a Scrap Iron Pickaxe, Axe, Shovel and Hammer.,
challengeTradesmanCraftIronTools,Challenges,Challenge,,,Craft Iron Tools,
challengeTradesmanCraftIronToolsShort,Challenges,Challenge,,,Craft a Iron Pickaxe, Axe, Shovel and Hammer.,
challengeTradesmanCraftIronToolsDesc,Challenges,Challenge,,,Craft a Iron Pickaxe, Axe, Shovel and Hammer.,
challengeTradesmanHarvestWoodLogs,Challenges,Challenge,,,Harvest Wood,
challengeTradesmanHarvestWoodLogsShort,Challenges,Challenge,,,Harvest 1000 Wood Logs with a axe.,
challengeTradesmanHarvestWoodLogsDesc,Challenges,Challenge,,,Harvest 1000 Wood Logs with a axe.,
challengeTradesmanHarvestStone,Challenges,Challenge,,,Harvest Stone,
challengeTradesmanHarvestStoneShort,Challenges,Challenge,,,Harvest 5000 Stone with a pickaxe.,
challengeTradesmanHarvestStoneDesc,Challenges,Challenge,,,Harvest 5000 Stone with a pickaxe.,
challengeTradesmanHarvestClay,Challenges,Challenge,,,Harvest Clay Soil,
challengeTradesmanHarvestClayShort,Challenges,Challenge,,,Harvest 5000 Clay Soil with a shovel.,
challengeTradesmanHarvestClayDesc,Challenges,Challenge,,,Harvest 5000 Clay Soil with a shovel.,
challengeTradesmanUseMagazines,Challenges,Challenge,,,Read Magazines,
challengeTradesmanUseMagazinesShort,Challenges,Challenge,,,Gain more expertise in crafting harvesting tools by reading 30 Tool Digest magazines.,
challengeTradesmanUseMagazinesDesc,Challenges,Challenge,,,Gain more expertise in crafting harvesting tools by reading 30 Tool Digest magazines.,
challengeTradesmanCraftLumberjackOutfit,Challenges,Challenge,,,Craft a Lumberjack Set,
challengeTradesmanCraftLumberjackOutfitShort,Challenges,Challenge,,,Craft a Lumberjack Set.,
challengeTradesmanCraftLumberjackOutfitDesc,Challenges,Challenge,,,Craft a Lumberjack Set.,
challengeTradesmanWearLumberjackOutfit,Challenges,Challenge,,,Wear a Lumberjack Set,
challengeTradesmanWearLumberjackOutfitShort,Challenges,Challenge,,,Wear a Lumberjack Set.,
challengeTradesmanWearLumberjackOutfitDesc,Challenges,Challenge,,,Wear a Lumberjack Set.,
challengeTradesmanCraftMinerOutfit,Challenges,Challenge,,,Craft a Miner Set,
challengeTradesmanCraftMinerOutfitShort,Challenges,Challenge,,,Craft a Miner Set.,
challengeTradesmanCraftMinerOutfitDesc,Challenges,Challenge,,,Craft a Miner Set.,
challengeTradesmanWearMinerOutfit,Challenges,Challenge,,,Wear a Miner Set,
challengeTradesmanWearMinerOutfitShort,Challenges,Challenge,,,Wear a Miner Set.,
challengeTradesmanWearMinerOutfitDesc,Challenges,Challenge,,,Wear a Miner Set.,
challengeTradesmanGather5Fragments,Challenges,Challenge,,,Gather 10 Fragments,
challengeTradesmanGather5FragmentsShort,Challenges,Challenge,,,Find 10 Tradesman Class Fragments for Crafting a Class Paper later on.,
challengeTradesmanGather5FragmentsDesc,Challenges,Challenge,,,Find 10 Tradesman Class Fragments for Crafting a Class Paper later on.,
xuiHandGunsMags,UI,XUI,,,Rifle World Magazines,
xuiRifleMags,UI,XUI,,,Handgun Magazines,
xuiBladeMags,UI,XUI,,,Knife Guy Magazines,
xuiMachineGunsMags,UI,XUI,,,Tactical Warfare Magazines,
xuiShotgunsMags,UI,XUI,,,Shotgun Weekly Magazines,
xuiClubsMags,UI,XUI,,,Big Hitters Magazines,
xuiHarvestingToolsMags,UI,XUI,,,Tools Digest Magazines,
xuiBrawlingTag,UI,XUI,,,Fist Weapons,
xuiSpearTag,UI,XUI,,,Spear Weapons,
xuiHandGunsTags,UI,XUI,,,Handgun,
xuiMachineGunsTags,UI,XUI,,,Machine Guns,
xuiRiflesTags,UI,XUI,,,Rifles,
xuiShotgunsTags,UI,XUI,,,Shotguns,
xuiStarterPack,UI,XUI,,,Starter Pack,
xuiExpPapers,UI,XUI,,,Experience Papers,
xuiActionSkillPaper,UI,XUI,,,Action Skill Papers,
xuiAdvancedCarParts,UI,XUI,,,Advanced Car Parts,
xuiSupplyFlare,UI,XUI,,,Supply Flare,
xuiHandleParts,UI,XUI,,,Handle Part,
xuiRepairKit,UI,XUI,,,Repair Kit,
xuiSalvageTool,UI,XUI,,,Gather Salvage Tool,
challengearmourandtoolsArmourCrafting1,Challenges,Challenge,,,Craft Armour,
challengearmourandtoolsArmourCrafting1Short,Challenges,Challenge,,,Craft 4 armour pieces.,
challengearmourandtoolsArmourCrafting1Desc,Challenges,Challenge,,,Craft 4 armour pieces.,
challengearmourandtoolsArmourCrafting2,Challenges,Challenge,,,Craft Armour,
challengearmourandtoolsArmourCrafting2Short,Challenges,Challenge,,,Craft 8 more armour pieces.,
challengearmourandtoolsArmourCrafting2Desc,Challenges,Challenge,,,Craft 8 more armour pieces.,
challengearmourandtoolsArmourCrafting3,Challenges,Challenge,,,Craft Armour,
challengearmourandtoolsArmourCrafting3Short,Challenges,Challenge,,,Craft 16 more armour pieces.,
challengearmourandtoolsArmourCrafting3Desc,Challenges,Challenge,,,Craft 16 more armour pieces.,
challengearmourandtoolsArmourCrafting4,Challenges,Challenge,,,Craft Armour,
challengearmourandtoolsArmourCrafting4Short,Challenges,Challenge,,,Craft 16 more armour pieces.,
challengearmourandtoolsArmourCrafting4Desc,Challenges,Challenge,,,Craft 16 more armour pieces.,
challengearmourandtoolsArmourCrafting5,Challenges,Challenge,,,Craft Armour,
challengearmourandtoolsArmourCrafting5Short,Challenges,Challenge,,,Craft 32 more armour pieces.,
challengearmourandtoolsArmourCrafting5Desc,Challenges,Challenge,,,Craft 32 more armour pieces.,
challengearmourandtoolsToolsCrafting1,Challenges,Challenge,,,Craft Tools,
challengearmourandtoolsToolsCrafting1Short,Challenges,Challenge,,,Craft 5 tools.,
challengearmourandtoolsToolsCrafting1Desc,Challenges,Challenge,,,Craft 5 tools.,
challengearmourandtoolsToolsCrafting2,Challenges,Challenge,,,Craft Tools,
challengearmourandtoolsToolsCrafting2Short,Challenges,Challenge,,,Craft 10 more tools.,
challengearmourandtoolsToolsCrafting2Desc,Challenges,Challenge,,,Craft 10 more tools.,
challengearmourandtoolsToolsCrafting3,Challenges,Challenge,,,Craft Tools,
challengearmourandtoolsToolsCrafting3Short,Challenges,Challenge,,,Craft 20 more tools.,
challengearmourandtoolsToolsCrafting3Desc,Challenges,Challenge,,,Craft 20 more tools.,
challengearmourandtoolsToolsCrafting4,Challenges,Challenge,,,Craft Tools,
challengearmourandtoolsToolsCrafting4Short,Challenges,Challenge,,,Craft 40 more tools.,
challengearmourandtoolsToolsCrafting4Desc,Challenges,Challenge,,,Craft 40 more tools.,
challengearmourandtoolsToolsCrafting5,Challenges,Challenge,,,Craft Tools,
challengearmourandtoolsToolsCrafting5Short,Challenges,Challenge,,,Craft 80 more tools.,
challengearmourandtoolsToolsCrafting5Desc,Challenges,Challenge,,,Craft 80 more tools.,

challengeweaponsmeleeCrafting1,Challenges,Challenge,,,Craft Melee Weapons,
challengeweaponsmeleeCrafting1Short,Challenges,Challenge,,,Craft 5 melee weapons.,
challengeweaponsmeleeCrafting1Desc,Challenges,Challenge,,,Craft 5 melee weapons.,
challengeweaponsmeleeCrafting2,Challenges,Challenge,,,Craft Melee Weapons,
challengeweaponsmeleeCrafting2Short,Challenges,Challenge,,,Craft 10 melee weapons.,
challengeweaponsmeleeCrafting2Desc,Challenges,Challenge,,,Craft 10 melee weapons.,
challengeweaponsmeleeCrafting3,Challenges,Challenge,,,Craft Melee Weapons,
challengeweaponsmeleeCrafting3Short,Challenges,Challenge,,,Craft 20 melee weapons.,
challengeweaponsmeleeCrafting3Desc,Challenges,Challenge,,,Craft 20 melee weapons.,
challengeweaponsmeleeCrafting4,Challenges,Challenge,,,Craft Melee Weapons,
challengeweaponsmeleeCrafting4Short,Challenges,Challenge,,,Craft 40 melee weapons.,
challengeweaponsmeleeCrafting4Desc,Challenges,Challenge,,,Craft 40 melee weapons.,
challengeweaponsmeleeCrafting5,Challenges,Challenge,,,Craft Melee Weapons,
challengeweaponsmeleeCrafting5Short,Challenges,Challenge,,,Craft 80 melee weapons.,
challengeweaponsmeleeCrafting5Desc,Challenges,Challenge,,,Craft 80 melee weapons.,
challengeweaponsgunsCrafting1,Challenges,Challenge,,,Craft Guns,
challengeweaponsgunsCrafting1Short,Challenges,Challenge,,,Craft 5 guns.,
challengeweaponsgunsCrafting1Desc,Challenges,Challenge,,,Craft 5 guns.,
challengeweaponsgunsCrafting2,Challenges,Challenge,,,Craft Guns,
challengeweaponsgunsCrafting2Short,Challenges,Challenge,,,Craft 10 guns.,
challengeweaponsgunsCrafting2Desc,Challenges,Challenge,,,Craft 10 guns.,
challengeweaponsgunsCrafting3,Challenges,Challenge,,,Craft Guns,
challengeweaponsgunsCrafting3Short,Challenges,Challenge,,,Craft 20 guns.,
challengeweaponsgunsCrafting3Desc,Challenges,Challenge,,,Craft 20 guns.,
challengeweaponsgunsCrafting4,Challenges,Challenge,,,Craft Guns,
challengeweaponsgunsCrafting4Short,Challenges,Challenge,,,Craft 40 guns.,
challengeweaponsgunsCrafting4Desc,Challenges,Challenge,,,Craft 40 guns.,
challengefoodCrafting1,Challenges,Challenge,,,Craft Food,
challengefoodCrafting1Short,Challenges,Challenge,,,Craft 10 food items.,
challengefoodCrafting1Desc,Challenges,Challenge,,,Craft 10 food items.,
challengefoodCrafting2,Challenges,Challenge,,,Craft Food,
challengefoodCrafting2Short,Challenges,Challenge,,,Craft 20 food items.,
challengefoodCrafting2Desc,Challenges,Challenge,,,Craft 20 food items.,
challengefoodCrafting3,Challenges,Challenge,,,Craft Food,
challengefoodCrafting3Short,Challenges,Challenge,,,Craft 40 food items.,
challengefoodCrafting3Desc,Challenges,Challenge,,,Craft 40 food items.,
challengefoodCrafting4,Challenges,Challenge,,,Craft Food,
challengefoodCrafting4Short,Challenges,Challenge,,,Craft 80 food items.,
challengefoodCrafting4Desc,Challenges,Challenge,,,Craft 80 food items.,
challengefoodCrafting5,Challenges,Challenge,,,Craft Food,
challengefoodCrafting5Short,Challenges,Challenge,,,Craft 160 food items.,
challengefoodCrafting5Desc,Challenges,Challenge,,,Craft 160 food items.,
challengemedicalCrafting1,Challenges,Challenge,,,Craft Medical,
challengemedicalCrafting1Short,Challenges,Challenge,,,Craft 10 medical items.,
challengemedicalCrafting1Desc,Challenges,Challenge,,,Craft 10 medical items.,
challengemedicalCrafting2,Challenges,Challenge,,,Craft Medical,
challengemedicalCrafting2Short,Challenges,Challenge,,,Craft 20 medical items.,
challengemedicalCrafting2Desc,Challenges,Challenge,,,Craft 20 medical items.,
challengemedicalCrafting3,Challenges,Challenge,,,Craft Medical,
challengemedicalCrafting3Short,Challenges,Challenge,,,Craft 40 medical items.,
challengemedicalCrafting3Desc,Challenges,Challenge,,,Craft 40 medical items.,
challengemedicalCrafting4,Challenges,Challenge,,,Craft Medical,
challengemedicalCrafting4Short,Challenges,Challenge,,,Craft 80 medical items.,
challengemedicalCrafting4Desc,Challenges,Challenge,,,Craft 80 medical items.,
challengemedicalCrafting5,Challenges,Challenge,,,Craft Medical,
challengemedicalCrafting5Short,Challenges,Challenge,,,Craft 160 medical items.,
challengemedicalCrafting5Desc,Challenges,Challenge,,,Craft 160 medical items.,
challengeresourceGathering1,Challenges,Challenge,,,Resource Gathering 1,
challengeresourceGathering1Short,Challenges,Challenge,,,Gather Plant Fiber, Wood, Stone and Clay.,
challengeresourceGathering1Desc,Challenges,Challenge,,,Gather Plant Fiber, Wood, Stone and Clay.,
challengeresourceGathering2,Challenges,Challenge,,,Resource Gathering 2,
challengeresourceGathering2Short,Challenges,Challenge,,,Gather Scrap Iron, Scrap Brass and Scrap Lead.,
challengeresourceGathering2Desc,Challenges,Challenge,,,Gather Scrap Iron, Scrap Brass and Scrap Lead.,
challengeresourceGathering3,Challenges,Challenge,,,Resource Gathering 3,
challengeresourceGathering3Short,Challenges,Challenge,,,Gather Cloth, Leather and Paper.,
challengeresourceGathering3Desc,Challenges,Challenge,,,Gather Cloth, Leather and Paper.,
challengeresourceGathering4,Challenges,Challenge,,,Resource Gathering 4,
challengeresourceGathering4Short,Challenges,Challenge,,,Gather Electrical Parts, Mechanical Parts and Scrap Polymers.,
challengeresourceGathering4Desc,Challenges,Challenge,,,Gather Electrical Parts, Mechanical Parts and Scrap Polymers.,
challengeresourceGathering5,Challenges,Challenge,,,Resource Gathering 5,
challengeresourceGathering5Short,Challenges,Challenge,,,Gather Forged Iron, Metal Pipes and Forged Steel.,
challengeresourceGathering5Desc,Challenges,Challenge,,,Gather Forged Iron, Metal Pipes and Forged Steel.,
challengeresourceGathering6,Challenges,Challenge,,,Resource Gathering 6,
challengeresourceGathering6Short,Challenges,Challenge,,,Gather Acid, Sewing Kit and Bones.,
challengeresourceGathering6Desc,Challenges,Challenge,,,Gather Acid, Sewing Kit and Bones.,
challengeresourceGathering7,Challenges,Challenge,,,Resource Gathering 7,
challengeresourceGathering7Short,Challenges,Challenge,,,Gather Cobblestones, Cement and Concrete Mix.,
challengeresourceGathering7Desc,Challenges,Challenge,,,Gather Cobblestones, Cement and Concrete Mix.,
challengeresourceGathering8,Challenges,Challenge,,,Resource Gathering 8,
challengeresourceGathering8Short,Challenges,Challenge,,,Gather Coal, Potassium Nitrate and Gun Powder.,
challengeresourceGathering8Desc,Challenges,Challenge,,,Gather Coal, Potassium Nitrate and Gun Powder.,
challengeresourceGathering9,Challenges,Challenge,,,Resource Gathering 9,
challengeresourceGathering9Short,Challenges,Challenge,,,Gather Bullet Tips and Casings.,
challengeresourceGathering9Desc,Challenges,Challenge,,,Gather Bullet Tips and Casings.,
challengeresourceGathering10,Challenges,Challenge,,,Resource Gathering 10,
challengeresourceGathering10Short,Challenges,Challenge,,,Gather Kevlar and Forged Tungsten.,
challengeresourceGathering10Desc,Challenges,Challenge,,,Gather Kevlar and Forged Tungsten.,
challengezombieHunting1,Challenges,Challenge,,,Zombie Hunting 1,
challengezombieHunting1Short,Challenges,Challenge,,,Kill 10 Zombies,
challengezombieHunting1Desc,Challenges,Challenge,,,Kill 10 Zombies,
challengezombieHunting2,Challenges,Challenge,,,Zombie Hunting 2,
challengezombieHunting2Short,Challenges,Challenge,,,Kill 20 Zombies,
challengezombieHunting2Desc,Challenges,Challenge,,,Kill 20 Zombies,
challengezombieHunting3,Challenges,Challenge,,,Zombie Hunting 3,
challengezombieHunting3Short,Challenges,Challenge,,,Kill 40 Zombies,
challengezombieHunting3Desc,Challenges,Challenge,,,Kill 40 Zombies,
challengezombieHunting4,Challenges,Challenge,,,Zombie Hunting 4,
challengezombieHunting4Short,Challenges,Challenge,,,Kill 80 Zombies,
challengezombieHunting4Desc,Challenges,Challenge,,,Kill 80 Zombies,
challengezombieHunting5,Challenges,Challenge,,,Zombie Hunting 5,
challengezombieHunting5Short,Challenges,Challenge,,,Kill 160 Zombies,
challengezombieHunting5Desc,Challenges,Challenge,,,Kill 160 Zombies,
challengezombieHunting6,Challenges,Challenge,,,Zombie Hunting 6,
challengezombieHunting6Short,Challenges,Challenge,,,Kill 320 Zombies,
challengezombieHunting6Desc,Challenges,Challenge,,,Kill 320 Zombies,
challengezombieHunting7,Challenges,Challenge,,,Zombie Hunting 7,
challengezombieHunting7Short,Challenges,Challenge,,,Kill 640 Zombies,
challengezombieHunting7Desc,Challenges,Challenge,,,Kill 640 Zombies,
challengezombieHunting8,Challenges,Challenge,,,Zombie Hunting 8,
challengezombieHunting8Short,Challenges,Challenge,,,Kill 1280 Zombies,
challengezombieHunting8Desc,Challenges,Challenge,,,Kill 1280 Zombies,
challengezombieHunting9,Challenges,Challenge,,,Zombie Hunting 9,
challengezombieHunting9Short,Challenges,Challenge,,,Kill 2560 Zombies,
challengezombieHunting9Desc,Challenges,Challenge,,,Kill 2560 Zombies,
challengezombieHunting10,Challenges,Challenge,,,Zombie Hunting 9,
challengezombieHunting10Short,Challenges,Challenge,,,Kill 5120 Zombies,
challengezombieHunting10Desc,Challenges,Challenge,,,Kill 5120 Zombies,
challengeanimalHunting1,Challenges,Challenge,,,Animal Hunting 1,
challengeanimalHunting1Short,Challenges,Challenge,,,Kill 5 Animals,
challengeanimalHunting1Desc,Challenges,Challenge,,,Kill 5 Animals,
challengeanimalHunting2,Challenges,Challenge,,,Animal Hunting 2,
challengeanimalHunting2Short,Challenges,Challenge,,,Kill 10 Animals,
challengeanimalHunting2Desc,Challenges,Challenge,,,Kill 10 Animals,
challengeanimalHunting3,Challenges,Challenge,,,Animal Hunting 3,
challengeanimalHunting3Short,Challenges,Challenge,,,Kill 20 Animals,
challengeanimalHunting3Desc,Challenges,Challenge,,,Kill 20 Animals,
challengeanimalHunting4,Challenges,Challenge,,,Animal Hunting 4,
challengeanimalHunting4Short,Challenges,Challenge,,,Kill 40 Animals,
challengeanimalHunting4Desc,Challenges,Challenge,,,Kill 40 Animals,
challengeanimalHunting5,Challenges,Challenge,,,Animal Hunting 5,
challengeanimalHunting5Short,Challenges,Challenge,,,Kill 50 Animals,
challengeanimalHunting5Desc,Challenges,Challenge,,,Kill 50 Animals,
challengeanimalHunting6,Challenges,Challenge,,,Animal Hunting 6,
challengeanimalHunting6Short,Challenges,Challenge,,,Kill 70 Animals,
